147,162,1364,Star Wars: Episode VI - Return of the Jedi,"Action,Adventure,Fantasy",131,84.0,694698.0,Richard Marquand,Star Wars: Episode I - The Phantom Menace,"Cult Movies,Kids,Family,Science Fiction,Fantasy",131.0,66.0,1201329,"George Lucas,"
148,162,5035,Star Wars: Episode VI - Return of the Jedi,"Action,Adventure,Fantasy",131,84.0,694698.0,Richard Marquand,Star Wars: Episode VI - Return of the Jedi,"Action,Adventure,Mystery,Science Fiction,Fantasy",133.0,80.0,1006227,"Richard Marquand,"
149,163,33,Star Wars: Episode II - Attack of the Clones,"Action,Adventure,Fantasy",142,67.0,471359.0,George Lucas,Star Wars: Episode IV - A New Hope,"Action,Adventure,Mystery,Science Fiction,Fantasy",125.0,82.0,854008,"George Lucas,"
150,163,1059,Star Wars: Episode II - Attack of the Clones,"Action,Adventure,Fantasy",142,67.0,471359.0,George Lucas,Star Wars: Episode III - Revenge of the Sith,"Action,Adventure,Science Fiction,Fantasy",140.0,62.0,33677262,"George Lucas,"
151,163,1061,Star Wars: Episode II - Attack of the Clones,"Action,Adventure,Fantasy",142,67.0,471359.0,George Lucas,Star Wars: Episode II - Attack of the Clones,"Cult Movies,Science Fiction,Fantasy",143.0,66.0,846735,"George Lucas,"
152,163,1364,Star Wars: Episode II - Attack of the Clones,"Action,Adventure,Fantasy",142,67.0,471359.0,George Lucas,Star Wars: Episode I - The Phantom Menace,"Cult Movies,Kids,Family,Science Fiction,Fantasy",131.0,66.0,1201329,"George Lucas,"
153,163,9254,Star Wars: Episode II - Attack of the Clones,"Action,Adventure,Fantasy",142,67.0,471359.0,George Lucas,Star Wars: Episode III - Revenge of the Sith,"Action,Adventure,Science Fiction,Fantasy",140.0,62.0,33677262,"George Lucas,"
154,164,33,Star Wars: Episode I - The Phantom Menace,"Action,Adventure,Fantasy",136,65.0,541958.0,George Lucas,Star Wars: Episode IV - A New Hope,"Action,Adventure,Mystery,Science Fiction,Fantasy",125.0,82.0,854008,"George Lucas,"
155,164,153,Star Wars: Episode I - The Phantom Menace,"Action,Adventure,Fantasy",136,65.0,541958.0,George Lucas,Star Wars: Episode VII - The Force Awakens,"Action,Adventure,Science Fiction,Fantasy",136.0,86.0,219770,"J.J. Abrams,"
156,164,1059,Star Wars: Episode I - The Phantom Menace,"Action,Adventure,Fantasy",136,65.0,541958.0,George Lucas,Star Wars: Episode III - Revenge of the Sith,"Action,Adventure,Science Fiction,Fantasy",140.0,62.0,33677262,"George Lucas,"
157,164,1061,Star Wars: Episode I - The Phantom Menace,"Action,Adventure,Fantasy",136,65.0,541958.0,George Lucas,Star Wars: Episode II - Attack of the Clones,"Cult Movies,Science Fiction,Fantasy",143.0,66.0,846735,"George Lucas,"
